COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W32,H1500W34,H1500W35,H1500W36,H1500W37,H1500W38,H1500W39,H1500W40,H3000W32,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W40,H3000W45
60126,DUPAGE,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-87.9501,41.915797,Culex,33,2013,DUPAGE_33_2013,E13160,41501,PID039757,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60126,DUPAGE,GRAVID TRAP,15,Female,RAMP WNV,NEGATIVE,0,-87.9501,41.915797,Culex,34,2013,DUPAGE_34_2013,E13169,41505,PID039758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60126,DUPAGE,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9501,41.915797,Culex,35,2013,DUPAGE_35_2013,E13179,41512,PID039759,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60126,DUPAGE,GRAVID TRAP,46,Female,RAMP WNV,POSITIVE,1,-87.9501,41.915797,Culex,37,2013,DUPAGE_37_2013,E13188,41526,PID039760,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60126,DUPAGE,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.9501,41.915797,Culex,37,2013,DUPAGE_37_2013,E13200,41526,PID039761,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,29,2013,COOK_29_2013,dv1000,41472,PID039817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,29,2013,COOK_29_2013,dv1001,41472,PID039820,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,Culex,22,2013,COOK_22_2013,dv101,41423,PID039821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,29,2013,COOK_29_2013,dv1018,41473,PID039826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,30,2013,COOK_30_2013,dv1054,41476,PID039862,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,30,2013,COOK_30_2013,dv1055,41476,PID039863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,30,2013,COOK_30_2013,dv1056,41476,PID039864,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,30,2013,COOK_30_2013,dv1057,41476,PID039865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,30,2013,COOK_30_2013,dv1058,41476,PID039866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,30,2013,COOK_30_2013,dv1076,41477,PID039878,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,30,2013,COOK_30_2013,dv1077,41477,PID039880,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,30,2013,COOK_30_2013,dv1090,41478,PID039894,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,30,2013,COOK_30_2013,dv1091,41478,PID039895,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,30,2013,COOK_30_2013,dv1110,41479,PID039904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,30,2013,COOK_30_2013,dv1139,41480,PID039930,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,30,2013,COOK_30_2013,dv1140,41480,PID039933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,31,2013,COOK_31_2013,dv1179,41483,PID039979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.816896,41.850487,Culex,22,2013,COOK_22_2013,dv118,41424,PID039982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,32,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,31,2013,COOK_31_2013,dv1180,41483,PID039984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,31,2013,COOK_31_2013,dv1181,41483,PID039985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,30,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,31,2013,COOK_31_2013,dv1182,41483,PID039986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,31,2013,COOK_31_2013,dv1191,41484,PID039992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,31,2013,COOK_31_2013,dv1215,41485,PID040008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,31,2013,COOK_31_2013,dv1234,41486,PID040025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,31,2013,COOK_31_2013,dv1235,41486,PID040026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,31,2013,COOK_31_2013,dv1236,41486,PID040027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,31,2013,COOK_31_2013,dv1237,41486,PID040028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,31,2013,COOK_31_2013,dv1258,41487,PID040040,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,31,2013,COOK_31_2013,dv1259,41487,PID040042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,31,2013,COOK_31_2013,dv1260,41487,PID040046,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,32,2013,COOK_32_2013,dv1300,41490,PID040072,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,32,2013,COOK_32_2013,dv1301,41490,PID040073,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,32,2013,COOK_32_2013,dv1302,41490,PID040074,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,32,2013,COOK_32_2013,dv1303,41490,PID040075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,32,2013,COOK_32_2013,dv1304,41490,PID040076,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,32,2013,COOK_32_2013,dv1305,41490,PID040079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,32,2013,COOK_32_2013,dv1322,41491,PID040088,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,32,2013,COOK_32_2013,dv1323,41491,PID040089,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,32,2013,COOK_32_2013,dv1342,41492,PID040095,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,32,2013,COOK_32_2013,dv1343,41492,PID040096,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,32,2013,COOK_32_2013,dv1344,41492,PID040097,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,32,2013,COOK_32_2013,dv1345,41492,PID040100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,32,2013,COOK_32_2013,dv1366,41493,PID040116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,32,2013,COOK_32_2013,dv1367,41493,PID040117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,32,2013,COOK_32_2013,dv1368,41493,PID040118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,32,2013,COOK_32_2013,dv1394,41494,PID040128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,32,2013,COOK_32_2013,dv1395,41494,PID040131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,32,2013,COOK_32_2013,dv1396,41494,PID040133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,32,2013,COOK_32_2013,dv1397,41494,PID040134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,32,2013,COOK_32_2013,dv1398,41494,PID040135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,33,2013,COOK_33_2013,dv1437,41497,PID040164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,45,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,33,2013,COOK_33_2013,dv1438,41497,PID040167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,33,2013,COOK_33_2013,dv1439,41497,PID040170,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,33,2013,COOK_33_2013,dv1440,41497,PID040173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,33,2013,COOK_33_2013,dv1441,41497,PID040175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,33,2013,COOK_33_2013,dv1452,41498,PID040182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,33,2013,COOK_33_2013,dv1453,41498,PID040183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,33,2013,COOK_33_2013,dv1454,41498,PID040186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,33,2013,COOK_33_2013,dv1471,41499,PID040193,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,33,2013,COOK_33_2013,dv1472,41499,PID040194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,33,2013,COOK_33_2013,dv1488,41500,PID040205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,33,2013,COOK_33_2013,dv1489,41500,PID040206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,33,2013,COOK_33_2013,dv1490,41500,PID040207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,33,2013,COOK_33_2013,dv1504,41501,PID040213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,33,2013,COOK_33_2013,dv1505,41501,PID040214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,18,Female,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,Culex,23,2013,COOK_23_2013,dv154,41427,PID040230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,34,2013,COOK_34_2013,dv1547,41504,PID040233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,28,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,34,2013,COOK_34_2013,dv1548,41504,PID040234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,34,2013,COOK_34_2013,dv1549,41504,PID040235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,27,Female,RAMP WNV,NEGATIVE,0,-87.816896,41.850487,Culex,23,2013,COOK_23_2013,dv155,41427,PID040236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,34,2013,COOK_34_2013,dv1550,41504,PID040237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,34,2013,COOK_34_2013,dv1551,41504,PID040238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,34,2013,COOK_34_2013,dv1561,41505,PID040240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,34,2013,COOK_34_2013,dv1562,41505,PID040241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,34,2013,COOK_34_2013,dv1563,41505,PID040243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,34,2013,COOK_34_2013,dv1591,41506,PID040249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,34,2013,COOK_34_2013,dv1592,41506,PID040250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,34,2013,COOK_34_2013,dv1593,41506,PID040251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,34,2013,COOK_34_2013,dv1594,41506,PID040252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,34,2013,COOK_34_2013,dv1614,41507,PID040255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,34,2013,COOK_34_2013,dv1615,41507,PID040256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,34,2013,COOK_34_2013,dv1616,41507,PID040257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,34,2013,COOK_34_2013,dv1625,41508,PID040265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,34,2013,COOK_34_2013,dv1626,41508,PID040266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1668,41511,PID040277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1669,41511,PID040278,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1670,41511,PID040280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,35,2013,COOK_35_2013,dv1671,41511,PID040281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,35,2013,COOK_35_2013,dv1672,41511,PID040282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,35,2013,COOK_35_2013,dv1673,41511,PID040283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1687,41512,PID040286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,35,2013,COOK_35_2013,dv1688,41512,PID040287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.816896,41.850487,Culex,23,2013,COOK_23_2013,dv170,41429,PID040288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1710,41513,PID040290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1711,41513,PID040291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1712,41513,PID040292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,35,2013,COOK_35_2013,dv1713,41513,PID040294,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1724,41514,PID040298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1725,41514,PID040300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,35,2013,COOK_35_2013,dv1726,41514,PID040301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1751,41515,PID040308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1752,41515,PID040309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,35,2013,COOK_35_2013,dv1753,41515,PID040310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,36,2013,COOK_36_2013,dv1782,41519,PID040320,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,36,2013,COOK_36_2013,dv1783,41519,PID040321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,36,2013,COOK_36_2013,dv1784,41519,PID040322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,36,2013,COOK_36_2013,dv1785,41519,PID040323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.816896,41.850487,Culex,36,2013,COOK_36_2013,dv1786,41519,PID040324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,51,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,36,2013,COOK_36_2013,dv1787,41519,PID040325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.82575,41.8755,Culex,36,2013,COOK_36_2013,dv1797,41520,PID040331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.82575,41.8755,Culex,36,2013,COOK_36_2013,dv1818,41521,PID040343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60130,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.816896,41.850487,Culex,36,2013,COOK_36_2013,dv1819,41521,PID040345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
